Source_ID,Source_Name,Target_ID,Target_Name,Layers
1002,DG Mossy ,1004,DG Total Molecular Layer ,DG:SMi; DG:H
1002,DG Mossy ,2042,CA3 Interneuron Specific Quad ,DG:H
1043,DG Mossy MOLDEN ,1000,DG Granule ,DG:SMi
1043,DG Mossy MOLDEN ,1041,DG Hilar Ectopic Granule ,DG:SMi; DG:H
1043,DG Mossy MOLDEN ,1001,DG Semilunar Granule ,DG:SMi
1043,DG Mossy MOLDEN ,1002,DG Mossy ,DG:H
1043,DG Mossy MOLDEN ,1043,DG Mossy MOLDEN ,DG:SMi; DG:H
1043,DG Mossy MOLDEN ,1027,DG AIPRIM ,DG:SMi; DG:H
1043,DG Mossy MOLDEN ,1010,DG Axo-Axonic ,DG:SMi; DG:H
1043,DG Mossy MOLDEN ,1035,DG Basket ,DG:SMi; DG:H
1043,DG Mossy MOLDEN ,1036,DG Basket CCK+ ,DG:SMi; DG:H
1043,DG Mossy MOLDEN ,1009,DG HICAP ,DG:SMi; DG:H
1043,DG Mossy MOLDEN ,1013,DG HIPP ,DG:H
1043,DG Mossy MOLDEN ,1026,DG HIPROM ,DG:SMi; DG:H
1043,DG Mossy MOLDEN ,1040,DG MOCAP ,DG:SMi
1043,DG Mossy MOLDEN ,1005,DG MOLAX ,DG:SMi; DG:H
1043,DG Mossy MOLDEN ,1006,DG Outer Molecular Layer ,DG:SMi; DG:H
1043,DG Mossy MOLDEN ,1004,DG Total Molecular Layer ,DG:SMi; DG:H
1043,DG Mossy MOLDEN ,2042,CA3 Interneuron Specific Quad ,DG:H
1027,DG AIPRIM ,1000,DG Granule ,DG:SMi
1027,DG AIPRIM ,1041,DG Hilar Ectopic Granule ,DG:SMi; DG:H
1027,DG AIPRIM ,1001,DG Semilunar Granule ,DG:SMi
1027,DG AIPRIM ,1002,DG Mossy ,DG:H
1027,DG AIPRIM ,1043,DG Mossy MOLDEN ,DG:SMi; DG:SG; DG:H
1027,DG AIPRIM ,1027,DG AIPRIM ,DG:SMi; DG:SG; DG:H
1027,DG AIPRIM ,1010,DG Axo-Axonic ,DG:SMi; DG:SG; DG:H
1027,DG AIPRIM ,1035,DG Basket ,DG:SMi; DG:SG; DG:H
1027,DG AIPRIM ,1036,DG Basket CCK+ ,DG:SMi; DG:SG; DG:H
1027,DG AIPRIM ,1009,DG HICAP ,DG:SMi; DG:SG; DG:H
1027,DG AIPRIM ,1013,DG HIPP ,DG:H
1027,DG AIPRIM ,1026,DG HIPROM ,DG:SMi; DG:SG; DG:H
1027,DG AIPRIM ,1040,DG MOCAP ,DG:SMi; DG:SG
1027,DG AIPRIM ,1005,DG MOLAX ,DG:SMi; DG:H
1027,DG AIPRIM ,1006,DG Outer Molecular Layer ,DG:SMi; DG:SG; DG:H
1027,DG AIPRIM ,1004,DG Total Molecular Layer ,DG:SMi; DG:H
1027,DG AIPRIM ,2042,CA3 Interneuron Specific Quad ,DG:H
1010,DG Axo-Axonic ,1000,DG Granule ,DG:SG
1010,DG Axo-Axonic ,1002,DG Mossy ,DG:H
1010,DG Axo-Axonic ,1041,DG Hilar Ectopic Granule ,DG:H
1010,DG Axo-Axonic ,1043,DG Mossy MOLDEN ,DG:SG;DG:H
1035,DG Basket ,1035,DG Basket ,DG:SG
1035,DG Basket ,1000,DG Granule ,DG:SG
1035,DG Basket ,1009,DG HICAP ,DG:SG
1035,DG Basket ,1004,DG Total Molecular Layer ,DG:SG
1035,DG Basket ,1005,DG MOLAX ,DG:SG
1035,DG Basket ,1006,DG Outer Molecular Layer ,DG:SG
1035,DG Basket ,1010,DG Axo-Axonic ,DG:SG
1035,DG Basket ,1013,DG HIPP ,
1035,DG Basket ,1036,DG Basket CCK+ ,DG:SG
1035,DG Basket ,1040,DG MOCAP ,DG:SG
1036,DG Basket CCK+ ,1000,DG Granule ,DG:SG
1036,DG Basket CCK+ ,1035,DG Basket ,DG:SG
1036,DG Basket CCK+ ,1004,DG Total Molecular Layer ,DG:SG
1036,DG Basket CCK+ ,1005,DG MOLAX ,DG:SG
1036,DG Basket CCK+ ,1006,DG Outer Molecular Layer ,DG:SG
1036,DG Basket CCK+ ,1009,DG HICAP ,DG:SG
1036,DG Basket CCK+ ,1010,DG Axo-Axonic ,DG:SG
1036,DG Basket CCK+ ,1036,DG Basket CCK+ ,DG:SG
1036,DG Basket CCK+ ,1040,DG MOCAP ,DG:SG
1009,DG HICAP ,1000,DG Granule ,DG:SMi
1009,DG HICAP ,1041,DG Hilar Ectopic Granule ,DG:SMi
1009,DG HICAP ,1001,DG Semilunar Granule ,DG:SMi
1009,DG HICAP ,1043,DG Mossy MOLDEN ,DG:SMi
1009,DG HICAP ,1027,DG AIPRIM ,DG:SMi
1009,DG HICAP ,1010,DG Axo-Axonic ,DG:SMi
1009,DG HICAP ,1035,DG Basket ,DG:SMi
1009,DG HICAP ,1036,DG Basket CCK+ ,DG:SMi
1009,DG HICAP ,1009,DG HICAP ,DG:SMi
1009,DG HICAP ,1026,DG HIPROM ,DG:SMi
1009,DG HICAP ,1040,DG MOCAP ,DG:SMi
1009,DG HICAP ,1005,DG MOLAX ,DG:SMi
1009,DG HICAP ,1006,DG Outer Molecular Layer ,DG:SMi
1009,DG HICAP ,1004,DG Total Molecular Layer ,DG:SMi
1013,DG HIPP ,1000,DG Granule ,DG:SMo
1013,DG HIPP ,1041,DG Hilar Ectopic Granule ,DG:SMo
1013,DG HIPP ,1001,DG Semilunar Granule ,DG:SMo
1013,DG HIPP ,1043,DG Mossy MOLDEN ,DG:SMo
1013,DG HIPP ,1027,DG AIPRIM ,DG:SMo
1013,DG HIPP ,1010,DG Axo-Axonic ,DG:SMo
1013,DG HIPP ,1035,DG Basket ,DG:SMo
1013,DG HIPP ,1036,DG Basket CCK+ ,DG:SMo
1013,DG HIPP ,1009,DG HICAP ,DG:SMo
1013,DG HIPP ,1005,DG MOLAX ,DG:SMo
1013,DG HIPP ,1008,DG MOPP ,DG:SMo
1013,DG HIPP ,1007,DG Neurogliaform ,DG:SMo
1013,DG HIPP ,1006,DG Outer Molecular Layer ,DG:SMo
1013,DG HIPP ,1004,DG Total Molecular Layer ,DG:SMo
1013,DG HIPP ,4011,CA1 Neurogliaform Projecting ,DG:SMo
1040,DG MOCAP ,1000,DG Granule ,DG:SMi
1040,DG MOCAP ,1041,DG Hilar Ectopic Granule ,DG:SMi; DG:H
1040,DG MOCAP ,1001,DG Semilunar Granule ,DG:SMi
1040,DG MOCAP ,1002,DG Mossy ,DG:H
1040,DG MOCAP ,1043,DG Mossy MOLDEN ,DG:SMi; DG:SG; DG:H
1040,DG MOCAP ,1027,DG AIPRIM ,DG:SMi; DG:SG; DG:H
1040,DG MOCAP ,1010,DG Axo-Axonic ,DG:SMi; DG:SG; DG:H
1040,DG MOCAP ,1035,DG Basket ,DG:SMi; DG:SG; DG:H
1040,DG MOCAP ,1036,DG Basket CCK+ ,DG:SMi; DG:SG; DG:H
1040,DG MOCAP ,1009,DG HICAP ,DG:SMi; DG:SG; DG:H
1040,DG MOCAP ,1013,DG HIPP ,DG:H
1040,DG MOCAP ,1026,DG HIPROM ,DG:SMi; DG:SG; DG:H
1040,DG MOCAP ,1040,DG MOCAP ,DG:SMi; DG:SG
1040,DG MOCAP ,1005,DG MOLAX ,DG:SMi; DG:H
1040,DG MOCAP ,1006,DG Outer Molecular Layer ,DG:SMi; DG:SG; DG:H
1040,DG MOCAP ,1004,DG Total Molecular Layer ,DG:SMi; DG:H
1040,DG MOCAP ,2042,CA3 Interneuron Specific Quad ,DG:H
1005,DG MOLAX ,1000,DG Granule ,DG:SMo; DG:SMi
1005,DG MOLAX ,1041,DG Hilar Ectopic Granule ,DG:SMo; DG:SMi
1005,DG MOLAX ,1001,DG Semilunar Granule ,DG:SMo; DG:SMi
1005,DG MOLAX ,1043,DG Mossy MOLDEN ,DG:SMo; DG:SMi
1005,DG MOLAX ,1027,DG AIPRIM ,DG:SMo; DG:SMi
1005,DG MOLAX ,1010,DG Axo-Axonic ,DG:SMo; DG:SMi
1005,DG MOLAX ,1035,DG Basket ,DG:SMo; DG:SMi
1005,DG MOLAX ,1036,DG Basket CCK+ ,DG:SMo; DG:SMi
1005,DG MOLAX ,1009,DG HICAP ,DG:SMo; DG:SMi
1005,DG MOLAX ,1026,DG HIPROM ,DG:SMi
1005,DG MOLAX ,1040,DG MOCAP ,DG:SMi
1005,DG MOLAX ,1005,DG MOLAX ,DG:SMo; DG:SMi
1005,DG MOLAX ,1008,DG MOPP ,DG:SMo
1005,DG MOLAX ,1007,DG Neurogliaform ,DG:SMo
1005,DG MOLAX ,1006,DG Outer Molecular Layer ,DG:SMo; DG:SMi
1005,DG MOLAX ,1004,DG Total Molecular Layer ,DG:SMo; DG:SMi
1005,DG MOLAX ,4011,CA1 Neurogliaform Projecting ,DG:SMo
1008,DG MOPP ,1000,DG Granule ,DG:SMo
1008,DG MOPP ,1041,DG Hilar Ectopic Granule ,DG:SMo
1008,DG MOPP ,1001,DG Semilunar Granule ,DG:SMo
1008,DG MOPP ,1043,DG Mossy MOLDEN ,DG:SMo
1008,DG MOPP ,1027,DG AIPRIM ,DG:SMo
1008,DG MOPP ,1010,DG Axo-Axonic ,DG:SMo
1008,DG MOPP ,1035,DG Basket ,DG:SMo
1008,DG MOPP ,1036,DG Basket CCK+ ,DG:SMo
1008,DG MOPP ,1009,DG HICAP ,DG:SMo
1008,DG MOPP ,1005,DG MOLAX ,DG:SMo
1008,DG MOPP ,1008,DG MOPP ,DG:SMo
1008,DG MOPP ,1007,DG Neurogliaform ,DG:SMo
1008,DG MOPP ,1006,DG Outer Molecular Layer ,DG:SMo
1008,DG MOPP ,1004,DG Total Molecular Layer ,DG:SMo
1008,DG MOPP ,4011,CA1 Neurogliaform Projecting ,DG:SMo
1007,DG Neurogliaform ,1000,DG Granule ,DG:SMo
1007,DG Neurogliaform ,1041,DG Hilar Ectopic Granule ,DG:SMo
1007,DG Neurogliaform ,1001,DG Semilunar Granule ,DG:SMo
1007,DG Neurogliaform ,1043,DG Mossy MOLDEN ,DG:SMo
1007,DG Neurogliaform ,1027,DG AIPRIM ,DG:SMo
1007,DG Neurogliaform ,1010,DG Axo-Axonic ,DG:SMo
1007,DG Neurogliaform ,1035,DG Basket ,DG:SMo
1007,DG Neurogliaform ,1036,DG Basket CCK+ ,DG:SMo
1007,DG Neurogliaform ,1009,DG HICAP ,DG:SMo
1007,DG Neurogliaform ,1005,DG MOLAX ,DG:SMo
1007,DG Neurogliaform ,1008,DG MOPP ,DG:SMo
1007,DG Neurogliaform ,1007,DG Neurogliaform ,DG:SMo
1007,DG Neurogliaform ,1006,DG Outer Molecular Layer ,DG:SMo
1007,DG Neurogliaform ,1004,DG Total Molecular Layer ,DG:SMo
1007,DG Neurogliaform ,4011,CA1 Neurogliaform Projecting ,DG:SMo
1007,DG Neurogliaform ,5001,SUB EC-Projecting Pyramidal ,SUB:SM
1007,DG Neurogliaform ,5002,SUB Axo-axonic ,SUB:SM
1007,DG Neurogliaform ,5005,SUB CA1-Projecting Pyramidal ,SUB:SM
1006,DG Outer Molecular Layer ,1000,DG Granule ,DG:SMo
1006,DG Outer Molecular Layer ,1041,DG Hilar Ectopic Granule ,DG:SMo
1006,DG Outer Molecular Layer ,1001,DG Semilunar Granule ,DG:SMo
1006,DG Outer Molecular Layer ,1043,DG Mossy MOLDEN ,DG:SMo
1006,DG Outer Molecular Layer ,1027,DG AIPRIM ,DG:SMo
1006,DG Outer Molecular Layer ,1010,DG Axo-Axonic ,DG:SMo
1006,DG Outer Molecular Layer ,1035,DG Basket ,DG:SMo
1006,DG Outer Molecular Layer ,1036,DG Basket CCK+ ,DG:SMo
1006,DG Outer Molecular Layer ,1009,DG HICAP ,DG:SMo
1006,DG Outer Molecular Layer ,1005,DG MOLAX ,DG:SMo
1006,DG Outer Molecular Layer ,1008,DG MOPP ,DG:SMo
1006,DG Outer Molecular Layer ,1007,DG Neurogliaform ,DG:SMo
1006,DG Outer Molecular Layer ,1006,DG Outer Molecular Layer ,DG:SMo
1006,DG Outer Molecular Layer ,1004,DG Total Molecular Layer ,DG:SMo
1006,DG Outer Molecular Layer ,4011,CA1 Neurogliaform Projecting ,DG:SMo
1004,DG Total Molecular Layer ,1000,DG Granule ,DG:SMo; DG:SMi
1004,DG Total Molecular Layer ,1041,DG Hilar Ectopic Granule ,DG:SMo; DG:SMi; DG:H
1004,DG Total Molecular Layer ,1001,DG Semilunar Granule ,DG:SMo; DG:SMi
1004,DG Total Molecular Layer ,1002,DG Mossy ,DG:H
1004,DG Total Molecular Layer ,1043,DG Mossy MOLDEN ,DG:SMo; DG:SMi; DG:H
1004,DG Total Molecular Layer ,1027,DG AIPRIM ,DG:SMo; DG:SMi; DG:H
1004,DG Total Molecular Layer ,1010,DG Axo-Axonic ,DG:SMo; DG:SMi; DG:H
1004,DG Total Molecular Layer ,1035,DG Basket ,DG:SMo; DG:SMi; DG:H
1004,DG Total Molecular Layer ,1036,DG Basket CCK+ ,DG:SMo; DG:SMi; DG:H
1004,DG Total Molecular Layer ,1009,DG HICAP ,DG:SMo; DG:SMi; DG:H
1004,DG Total Molecular Layer ,1013,DG HIPP ,DG:H
1004,DG Total Molecular Layer ,1026,DG HIPROM ,DG:SMi; DG:H
1004,DG Total Molecular Layer ,1040,DG MOCAP ,DG:SMi
1004,DG Total Molecular Layer ,1005,DG MOLAX ,DG:SMo; DG:SMi; DG:H
1004,DG Total Molecular Layer ,1008,DG MOPP ,DG:SMo
1004,DG Total Molecular Layer ,1007,DG Neurogliaform ,DG:SMo
1004,DG Total Molecular Layer ,1006,DG Outer Molecular Layer ,DG:SMo; DG:SMi; DG:H
1004,DG Total Molecular Layer ,1004,DG Total Molecular Layer ,DG:SMo; DG:SMi; DG:H
1004,DG Total Molecular Layer ,2042,CA3 Interneuron Specific Quad ,DG:H
1004,DG Total Molecular Layer ,4011,CA1 Neurogliaform Projecting ,DG:SMo
1026,DG HIPROM ,1000,DG Granule ,DG:SMo; DG:SMi
1026,DG HIPROM ,1041,DG Hilar Ectopic Granule ,DG:SMo; DG:SMi; DG:H
1026,DG HIPROM ,1001,DG Semilunar Granule ,DG:SMo; DG:SMi
1026,DG HIPROM ,1002,DG Mossy ,DG:H
1026,DG HIPROM ,1043,DG Mossy MOLDEN ,DG:SMo; DG:SMi; DG:SG; DG:H
1026,DG HIPROM ,1027,DG AIPRIM ,DG:SMo; DG:SMi; DG:SG; DG:H
1026,DG HIPROM ,1010,DG Axo-Axonic ,DG:SMo; DG:SMi; DG:SG; DG:H
1026,DG HIPROM ,1035,DG Basket ,DG:SMo; DG:SMi; DG:SG; DG:H
1026,DG HIPROM ,1036,DG Basket CCK+ ,DG:SMo; DG:SMi; DG:SG; DG:H
1026,DG HIPROM ,1009,DG HICAP ,DG:SMo; DG:SMi; DG:SG; DG:H
1026,DG HIPROM ,1013,DG HIPP ,DG:H
1026,DG HIPROM ,1026,DG HIPROM ,DG:SMi; DG:SG; DG:H
1026,DG HIPROM ,1040,DG MOCAP ,DG:SMi; DG:SG
1026,DG HIPROM ,1005,DG MOLAX ,DG:SMo; DG:SMi; DG:H
1026,DG HIPROM ,1008,DG MOPP ,DG:SMo
1026,DG HIPROM ,1007,DG Neurogliaform ,DG:SMo
1026,DG HIPROM ,1006,DG Outer Molecular Layer ,DG:SMo; DG:SMi; DG:SG; DG:H
1026,DG HIPROM ,1004,DG Total Molecular Layer ,DG:SMo; DG:SMi; DG:H
1026,DG HIPROM ,2000,CA3 Pyramidal ,CA3:SR; CA3:SL; CA3:SP; CA3:SO
1026,DG HIPROM ,2001,CA3 Granule ,CA3:SR
1026,DG HIPROM ,2003,CA3 Giant ,CA3:SR
1026,DG HIPROM ,2004,CA3c Pyramidal ,CA3:SR; CA3:SL; CA3:SP; CA3:SO
1026,DG HIPROM ,2005,CA3 LMR-Targeting ,CA3:SR; CA3:SL
1026,DG HIPROM ,2008,CA3 R-LM ,CA3:SR
1026,DG HIPROM ,2009,CA3 O-LM ,CA3:SO
1026,DG HIPROM ,2013,CA3 Lucidum ORAX ,CA3:SR; CA3:SL
1026,DG HIPROM ,2014,CA3 Lucidum-Radiatum ,CA3:SR; CA3:SL
1026,DG HIPROM ,2017,CA3 Lucidum LAX ,CA3:SR; CA3:SL
1026,DG HIPROM ,2019,CA3 Spiny Lucidum Dentate-Projecting ,CA3:SL; CA3:SP
1026,DG HIPROM ,2020,CA3 Trilaminar ,CA3:SO
1026,DG HIPROM ,2021,CA3 Interneuron Specific Oriens ,CA3:SO
1026,DG HIPROM ,2022,CA3 SO-SO ,CA3:SO
1026,DG HIPROM ,2023,CA3 Radiatum ,CA3:SR
1026,DG HIPROM ,2028,CA3 Axo-Axonic ,CA3:SR; CA3:SL; CA3:SP; CA3:SO
1026,DG HIPROM ,2035,CA3 Mossy Fiber-Associated ORDEN ,CA3:SR; CA3:SL; CA3:SP; CA3:SO
1026,DG HIPROM ,2036,CA3 Mossy Fiber-Associated ,CA3:SR; CA3:SL; CA3:SP
1026,DG HIPROM ,2042,CA3 Interneuron Specific Quad ,DG:H; CA3:SR; CA3:SL; CA3:SP; CA3:SO
1026,DG HIPROM ,2043,CA3 Basket ,CA3:SR; CA3:SL; CA3:SP; CA3:SO
1026,DG HIPROM ,2044,CA3 Basket CCK+ ,CA3:SR; CA3:SL; CA3:SP; CA3:SO
1026,DG HIPROM ,2045,CA3 Bistratified ,CA3:SR; CA3:SL; CA3:SP; CA3:SO
1026,DG HIPROM ,2046,CA3 Ivy ,CA3:SR; CA3:SL; CA3:SP; CA3:SO
1026,DG HIPROM ,2047,CA3 Horizontal Axo-Axonic ,CA3:SO
1026,DG HIPROM ,2049,CA3 QuadD-LM ,CA3:SR; CA3:SL; CA3:SP; CA3:SO
1026,DG HIPROM ,3007,CA2 Wide-Arbor Basket ,CA3:SP
1026,DG HIPROM ,4011,CA1 Neurogliaform Projecting ,DG:SMo
2000,CA3 Pyramidal ,2000,CA3 Pyramidal ,CA3:SR; CA3:SO
2000,CA3 Pyramidal ,2004,CA3c Pyramidal ,CA3:SR; CA3:SO
2000,CA3 Pyramidal ,2001,CA3 Granule ,CA3:SR
2000,CA3 Pyramidal ,2028,CA3 Axo-Axonic ,CA3:SR; CA3:SO
2000,CA3 Pyramidal ,2047,CA3 Horizontal Axo-Axonic ,CA3:SO
2000,CA3 Pyramidal ,2043,CA3 Basket ,CA3:SP
2000,CA3 Pyramidal ,2044,CA3 Basket CCK+ ,CA3:SR; CA3:SO
2000,CA3 Pyramidal ,2045,CA3 Bistratified ,CA3:SR; CA3:SO
2000,CA3 Pyramidal ,2021,CA3 Interneuron Specific Oriens ,CA3:SO
2000,CA3 Pyramidal ,2046,CA3 Ivy ,CA3:SR; CA3:SO
2000,CA3 Pyramidal ,2005,CA3 LMR-Targeting ,CA3:SR
2000,CA3 Pyramidal ,2013,CA3 Lucidum ORAX ,CA3:SR
2000,CA3 Pyramidal ,2014,CA3 Lucidum-Radiatum ,CA3:SR
2000,CA3 Pyramidal ,2036,CA3 Mossy Fiber-Associated ,CA3:SR
2000,CA3 Pyramidal ,2035,CA3 Mossy Fiber-Associated ORDEN ,CA3:SR; CA3:SO
2000,CA3 Pyramidal ,2009,CA3 O-LM ,CA3:SO
