source_name,source_id,target_name,target_id,synaptic_probabilties_mean,synaptic_probabilties_stdev
"DG Mossy (e)0103",1002,"DG Basket (i)2232",1035,0.01174211422595639,0.013604034455491078
"DG Mossy (e)0103",1002,"DG Basket CCK+ (i)2232",1036,0.01646423453328183,0.01632139724887475
"DG Mossy (e)0103",1002,"DG HICAP (i)2322",1009,0.011106612095294843,0.012765461797600028
"DG Mossy (e)0103",1002,"DG HIPP (i)1002",1013,0.009927693604606214,0.006287664320281526
"DG Mossy (e)0103",1002,"DG HIPROM (i)1333p",1026,0.015241773800430236,0.015131906440831148
"DG Mossy (e)0103",1002,"DG MOCAP (i)0331",1040,0.001490512022167767,0.0011218265191157229
"DG Mossy (e)0103",1002,"DG MOLAX (i)3302",1005,0.013446556592773384,0.017888352807672835
"DG Mossy (e)0103",1002,"DG Outer Molecular Layer (i)3222",1006,0.009369209439126891,0.012515244742099422
"DG Mossy (e)0103",1002,"DG Total Molecular Layer (i)3303",1004,0.01157275158564941,0.011365750301598034
"DG Mossy MOLDEN (e)2323",1043,"DG Granule (e)2201p",1000,0.00020978094311552287,0.00027390949044805155
"DG Mossy MOLDEN (e)2323",1043,"DG Hilar Ectopic Granule (e)2203p",1041,0.01070144838019127,N/A
"DG Mossy MOLDEN (e)2323",1043,"DG Semilunar Granule (e)2311p",1001,0.000253848361407627,0.0004054346667027999
"DG Mossy MOLDEN (e)2323",1043,"DG Mossy (e)0103",1002,0.010514716232703392,0.001866857470075596
"DG Mossy MOLDEN (e)2323",1043,"DG Mossy MOLDEN (e)2323",1043,0.013492333944281398,N/A
"DG Mossy MOLDEN (e)2323",1043,"DG AIPRIM (i)2333",1027,0.009988326358214117,0.022273582015092667
"DG Mossy MOLDEN (e)2323",1043,"DG Axo-Axonic (i)2233",1010,0.008090068613230694,N/A
"DG Mossy MOLDEN (e)2323",1043,"DG Basket (i)2232",1035,0.007180110065089784,0.006894538424664779
"DG Mossy MOLDEN (e)2323",1043,"DG Basket CCK+ (i)2232",1036,0.009827479138146078,N/A
"DG Mossy MOLDEN (e)2323",1043,"DG HICAP (i)2322",1009,0.007253759966574735,0.034404828531457494
"DG Mossy MOLDEN (e)2323",1043,"DG HIPP (i)1002",1013,0.008453135338574946,0.0028682057489881362
"DG Mossy MOLDEN (e)2323",1043,"DG HIPROM (i)1333p",1026,0.01066412907301717,0.007223268244027692
"DG Mossy MOLDEN (e)2323",1043,"DG MOCAP (i)0331",1040,0.00033616007127390546,N/A
"DG Mossy MOLDEN (e)2323",1043,"DG MOLAX (i)3302",1005,0.009174756831732744,0.0322078319404098
"DG Mossy MOLDEN (e)2323",1043,"DG Outer Molecular Layer (i)3222",1006,0.006556250999777191,0.008067536468288448
"DG Mossy MOLDEN (e)2323",1043,"DG Total Molecular Layer (i)3303",1004,0.00833004758811029,N/A
"DG AIPRIM (i)2333",1027,"DG Granule (e)2201p",1000,0.004190449911524063,0.0028526629838221307
"DG AIPRIM (i)2333",1027,"DG Hilar Ectopic Granule (e)2203p",1041,0.012008272965858713,0.011011012255033445
"DG AIPRIM (i)2333",1027,"DG Semilunar Granule (e)2311p",1001,0.004096766369470317,0.003339332387435255
"DG AIPRIM (i)2333",1027,"DG Mossy (e)0103",1002,0.007415039021732128,0.0049568149219995986
"DG AIPRIM (i)2333",1027,"DG Mossy MOLDEN (e)2323",1043,0.016624674015607743,0.02530654099223746
"DG AIPRIM (i)2333",1027,"DG AIPRIM (i)2333",1027,0.013804180304277103,0.035499408280611607
"DG AIPRIM (i)2333",1027,"DG Axo-Axonic (i)2233",1010,0.01226044521341585,0.024754495625103328
"DG AIPRIM (i)2333",1027,"DG Basket (i)2232",1035,0.011662994595869836,0.02600671995567764
"DG AIPRIM (i)2333",1027,"DG Basket CCK+ (i)2232",1036,0.013361863207804303,0.02589195916394056
"DG AIPRIM (i)2333",1027,"DG HICAP (i)2322",1009,0.011978562763219514,0.025551068455754736
"DG AIPRIM (i)2333",1027,"DG HIPP (i)1002",1013,0.005239519861013564,0.005840633112977641
"DG AIPRIM (i)2333",1027,"DG HIPROM (i)1333p",1026,0.016578244851438995,0.031255535853926125
"DG AIPRIM (i)2333",1027,"DG MOCAP (i)0331",1040,0.007291866819830406,0.009753015230576962
"DG AIPRIM (i)2333",1027,"DG MOLAX (i)3302",1005,0.011074120181215119,0.02042757186745693
"DG AIPRIM (i)2333",1027,"DG Outer Molecular Layer (i)3222",1006,0.010800312645077303,0.024235497332992403
"DG AIPRIM (i)2333",1027,"DG Total Molecular Layer (i)3303",1004,0.007942339468636317,0.010364186730587943
"DG HICAP (i)2322",1009,"DG Granule (e)2201p",1000,0.0017578613801799703,0.001554968598807815
"DG HICAP (i)2322",1009,"DG Hilar Ectopic Granule (e)2203p",1041,0.0021367574738684336,0.001489184053675766
"DG HICAP (i)2322",1009,"DG Semilunar Granule (e)2311p",1001,0.0017944981406885496,0.0017629797546378266
"DG HICAP (i)2322",1009,"DG Mossy MOLDEN (e)2323",1043,0.0018381902012142293,0.0012559640214792659
"DG HICAP (i)2322",1009,"DG AIPRIM (i)2333",1027,0.0015668614857200502,0.001473969178980326
"DG HICAP (i)2322",1009,"DG Axo-Axonic (i)2233",1010,0.0018683967572775684,0.0014884582961527187
"DG HICAP (i)2322",1009,"DG Basket (i)2232",1035,0.0015911561741144276,0.0015566043556385933
"DG HICAP (i)2322",1009,"DG Basket CCK+ (i)2232",1036,0.0018083451566303088,0.001601191118069622
"DG HICAP (i)2322",1009,"DG HICAP (i)2322",1009,0.0018725922562464747,0.003041555919765852
"DG HICAP (i)2322",1009,"DG HIPROM (i)1333p",1026,0.0028280347249659554,0.0017511663622767069
"DG HICAP (i)2322",1009,"DG MOCAP (i)0331",1040,0.0020200751319487953,0.0012030903997096083
"DG HICAP (i)2322",1009,"DG MOLAX (i)3302",1005,0.002614161388656444,0.004901611990623356
"DG HICAP (i)2322",1009,"DG Outer Molecular Layer (i)3222",1006,0.0013282771636381474,0.0011683426962246913
"DG HICAP (i)2322",1009,"DG Total Molecular Layer (i)3303",1004,0.0013529559694601678,0.0012142624659670833
"DG HIPP (i)1002",1013,"DG Granule (e)2201p",1000,0.005951546846226785,0.012938256975343487
"DG HIPP (i)1002",1013,"DG Hilar Ectopic Granule (e)2203p",1041,0.006168630067850067,0.012677610868477017
"DG HIPP (i)1002",1013,"DG Semilunar Granule (e)2311p",1001,0.006540948766549426,0.013952759584831399
"DG HIPP (i)1002",1013,"DG Mossy MOLDEN (e)2323",1043,0.003991999803743318,0.008428075443051302
"DG HIPP (i)1002",1013,"DG AIPRIM (i)2333",1027,0.004286781651799854,0.009968282600995002
"DG HIPP (i)1002",1013,"DG Axo-Axonic (i)2233",1010,0.007242796733433865,0.014941227097286866
"DG HIPP (i)1002",1013,"DG Basket (i)2232",1035,0.006092621369002016,0.014886531778066084
"DG HIPP (i)1002",1013,"DG Basket CCK+ (i)2232",1036,0.006132558051650583,0.014246951206810077
"DG HIPP (i)1002",1013,"DG HICAP (i)2322",1009,0.0047081231521536315,0.01098218536619746
"DG HIPP (i)1002",1013,"DG MOLAX (i)3302",1005,0.0044182358183600945,0.009968993018233702
"DG HIPP (i)1002",1013,"DG MOPP (i)3000",1008,0.0055288814315231916,0.014148825853804654
"DG HIPP (i)1002",1013,"DG Neurogliaform (i)3000p",1007,0.004257104380638643,0.010199055453157774
"DG HIPP (i)1002",1013,"DG Outer Molecular Layer (i)3222",1006,0.003004620717905526,0.007134975082930343
"DG HIPP (i)1002",1013,"DG Total Molecular Layer (i)3303",1004,0.003227591652069095,0.007462102556519526
"DG HIPROM (i)1333p",1026,"DG Granule (e)2201p",1000,0.006383060327957213,0.004469225398660909
"DG HIPROM (i)1333p",1026,"DG Hilar Ectopic Granule (e)2203p",1041,0.016447373908741736,0.014026152600595745
"DG HIPROM (i)1333p",1026,"DG Semilunar Granule (e)2311p",1001,0.006684402075427642,0.005570233012286663
"DG HIPROM (i)1333p",1026,"DG Mossy (e)0103",1002,0.00944371198416194,0.006926998161379598
"DG HIPROM (i)1333p",1026,"DG Mossy MOLDEN (e)2323",1043,0.02270575833564914,0.02044075249512523
"DG HIPROM (i)1333p",1026,"DG AIPRIM (i)2333",1027,0.01979588940250787,0.038834060905651266
"DG HIPROM (i)1333p",1026,"DG Axo-Axonic (i)2233",1010,0.019060189697824637,0.026558710847693283
"DG HIPROM (i)1333p",1026,"DG Basket (i)2232",1035,0.017758002750563828,0.03302109666139617
"DG HIPROM (i)1333p",1026,"DG Basket CCK+ (i)2232",1036,0.01951084004826853,0.026004619138232397
"DG HIPROM (i)1333p",1026,"DG HICAP (i)2322",1009,0.01772085591298944,0.03189619961231899
"DG HIPROM (i)1333p",1026,"DG HIPP (i)1002",1013,0.007118304599600611,0.007619173044296548
"DG HIPROM (i)1333p",1026,"DG HIPROM (i)1333p",1026,0.01893352691385619,0.027731725540451897
"DG HIPROM (i)1333p",1026,"DG MOCAP (i)0331",1040,0.0069176569176435665,0.0033182651237208625
"DG HIPROM (i)1333p",1026,"DG MOLAX (i)3302",1005,0.015025722976210965,0.03565695880660636
"DG HIPROM (i)1333p",1026,"DG MOPP (i)3000",1008,0.0023857576190144947,0.002400318456067604
"DG HIPROM (i)1333p",1026,"DG Neurogliaform (i)3000p",1007,0.001806565787613179,0.0005151332799300659
"DG HIPROM (i)1333p",1026,"DG Outer Molecular Layer (i)3222",1006,0.015945751852830092,0.027438239391169395
"DG HIPROM (i)1333p",1026,"DG Total Molecular Layer (i)3303",1004,0.011111781090289985,0.013253376264619124
"DG MOCAP (i)0331",1040,"DG Granule (e)2201p",1000,0.003156927728471315,0.000467715551257013
"DG MOCAP (i)0331",1040,"DG Hilar Ectopic Granule (e)2203p",1041,0.01128112207864318,N/A
"DG MOCAP (i)0331",1040,"DG Semilunar Granule (e)2311p",1001,0.0030209284520599233,0.0014743084945601287
"DG MOCAP (i)0331",1040,"DG Mossy (e)0103",1002,0.007227442225652192,0.0018148133083963616
"DG MOCAP (i)0331",1040,"DG Mossy MOLDEN (e)2323",1043,0.0166306692606214,N/A
"DG MOCAP (i)0331",1040,"DG AIPRIM (i)2333",1027,0.014306007879898108,0.03257096009919142
"DG MOCAP (i)0331",1040,"DG Axo-Axonic (i)2233",1010,0.012362514709283623,N/A
"DG MOCAP (i)0331",1040,"DG Basket (i)2232",1035,0.011577349410569981,0.009172587585052074
"DG MOCAP (i)0331",1040,"DG Basket CCK+ (i)2232",1036,0.013626601321297116,N/A
"DG MOCAP (i)0331",1040,"DG HICAP (i)2322",1009,0.011789358824225382,0.01031037772004513
"DG MOCAP (i)0331",1040,"DG HIPP (i)1002",1013,0.005422123480904095,0.0031060912254327003
"DG MOCAP (i)0331",1040,"DG HIPROM (i)1333p",1026,0.017029084952703055,0.024522772019111575
"DG MOCAP (i)0331",1040,"DG MOCAP (i)0331",1040,0.006586694955391104,N/A
"DG MOCAP (i)0331",1040,"DG MOLAX (i)3302",1005,0.009929816778799228,0.014150699798937849
"DG MOCAP (i)0331",1040,"DG Outer Molecular Layer (i)3222",1006,0.010659211167302618,0.013014290762330735
"DG MOCAP (i)0331",1040,"DG Total Molecular Layer (i)3303",1004,0.007589163703484392,N/A
"DG MOLAX (i)3302",1005,"DG Granule (e)2201p",1000,0.005739093342322699,0.013541421995700523
"DG MOLAX (i)3302",1005,"DG Hilar Ectopic Granule (e)2203p",1041,0.006393581781727886,0.013114049710918913
"DG MOLAX (i)3302",1005,"DG Semilunar Granule (e)2311p",1001,0.006042793556181203,0.013967464906978777
"DG MOLAX (i)3302",1005,"DG Mossy MOLDEN (e)2323",1043,0.004968282279138925,0.010475427700792244
"DG MOLAX (i)3302",1005,"DG AIPRIM (i)2333",1027,0.004612481055885187,0.011594843527065189
"DG MOLAX (i)3302",1005,"DG Axo-Axonic (i)2233",1010,0.006436151888560837,0.01371408934085736
"DG MOLAX (i)3302",1005,"DG Basket (i)2232",1035,0.005293803331218205,0.014079816130800123
"DG MOLAX (i)3302",1005,"DG Basket CCK+ (i)2232",1036,0.005580537103924255,0.014152769118721362
"DG MOLAX (i)3302",1005,"DG HICAP (i)2322",1009,0.005100086995685427,0.013437939290392898
"DG MOLAX (i)3302",1005,"DG HIPROM (i)1333p",1026,0.0025578561725870808,0.002603422137107744
"DG MOLAX (i)3302",1005,"DG MOCAP (i)0331",1040,0.0018232287993341645,0.002082885318780585
"DG MOLAX (i)3302",1005,"DG MOLAX (i)3302",1005,0.006066921089609045,0.01681916312676418
"DG MOLAX (i)3302",1005,"DG MOPP (i)3000",1008,0.0024245309852630736,0.005740410922635275
"DG MOLAX (i)3302",1005,"DG Neurogliaform (i)3000p",1007,0.0018861964663295927,0.004175160207723453
"DG MOLAX (i)3302",1005,"DG Outer Molecular Layer (i)3222",1006,0.003658598702563909,0.009530638499006266
"DG MOLAX (i)3302",1005,"DG Total Molecular Layer (i)3303",1004,0.003874240678879759,0.0097847138554985
"DG MOPP (i)3000",1008,"DG Granule (e)2201p",1000,0.0033937464366785575,0.0077141890486854695
"DG MOPP (i)3000",1008,"DG Hilar Ectopic Granule (e)2203p",1041,0.0037047850152662765,0.007449830087945531
"DG MOPP (i)3000",1008,"DG Semilunar Granule (e)2311p",1001,0.0036707893388105983,0.007937624791684647
"DG MOPP (i)3000",1008,"DG Mossy MOLDEN (e)2323",1043,0.002946010758390627,0.006226040744336508
"DG MOPP (i)3000",1008,"DG AIPRIM (i)2333",1027,0.0027331501675924574,0.006857577459640092
"DG MOPP (i)3000",1008,"DG Axo-Axonic (i)2233",1010,0.003911175075770212,0.007918745529668914
"DG MOPP (i)3000",1008,"DG Basket (i)2232",1035,0.0031031498001924396,0.008112555325390845
"DG MOPP (i)3000",1008,"DG Basket CCK+ (i)2232",1036,0.003001278800806917,0.0076932839468627
"DG MOPP (i)3000",1008,"DG HICAP (i)2322",1009,0.0028549261344167354,0.007119142671775832
"DG MOPP (i)3000",1008,"DG MOLAX (i)3302",1005,0.0032525676236485612,0.008004340680491051
"DG MOPP (i)3000",1008,"DG MOPP (i)3000",1008,0.002789829860405768,0.007949797684707037
"DG MOPP (i)3000",1008,"DG Neurogliaform (i)3000p",1007,0.0024922568858036787,0.006839983096837695
"DG MOPP (i)3000",1008,"DG Outer Molecular Layer (i)3222",1006,0.002193822408185442,0.005865731575582812
"DG MOPP (i)3000",1008,"DG Total Molecular Layer (i)3303",1004,0.0023446972621188333,0.005947941870543535
"DG Neurogliaform (i)3000p",1007,"DG Granule (e)2201p",1000,0.0007225575353452252,0.001772526041991985
"DG Neurogliaform (i)3000p",1007,"DG Hilar Ectopic Granule (e)2203p",1041,0.00096082547894627,N/A
"DG Neurogliaform (i)3000p",1007,"DG Semilunar Granule (e)2311p",1001,0.0009182301210419741,0.0015844656569461955
"DG Neurogliaform (i)3000p",1007,"DG Mossy MOLDEN (e)2323",1043,0.0005777074775583646,N/A
"DG Neurogliaform (i)3000p",1007,"DG AIPRIM (i)2333",1027,0.0003660608864064496,0.000779026763776178
"DG Neurogliaform (i)3000p",1007,"DG Axo-Axonic (i)2233",1010,0.0010986671694999117,N/A
"DG Neurogliaform (i)3000p",1007,"DG Basket (i)2232",1035,0.0004148954656840731,0.0003740524106104913
"DG Neurogliaform (i)3000p",1007,"DG Basket CCK+ (i)2232",1036,0.00029470979453194435,N/A
"DG Neurogliaform (i)3000p",1007,"DG HICAP (i)2322",1009,0.000399765042527922,0.0003163968659421822
"DG Neurogliaform (i)3000p",1007,"DG MOLAX (i)3302",1005,0.0007206096387200045,0.002911836020267778
"DG Neurogliaform (i)3000p",1007,"DG MOPP (i)3000",1008,0.0001557830181905251,0.0002664941735907237
"DG Neurogliaform (i)3000p",1007,"DG Neurogliaform (i)3000p",1007,0.00008447012375434326,N/A
"DG Neurogliaform (i)3000p",1007,"DG Outer Molecular Layer (i)3222",1006,0.00015289078186375704,0.0003366698038174792
"DG Neurogliaform (i)3000p",1007,"DG Total Molecular Layer (i)3303",1004,0.00025201553292053536,N/A
"DG Outer Molecular Layer (i)3222",1006,"DG Granule (e)2201p",1000,0.0011363428461974578,0.0017506149269265504
"DG Outer Molecular Layer (i)3222",1006,"DG Hilar Ectopic Granule (e)2203p",1041,0.0013694778422626008,0.0002696559389611988
"DG Outer Molecular Layer (i)3222",1006,"DG Semilunar Granule (e)2311p",1001,0.0013579077319784139,0.0016273778884767919
"DG Outer Molecular Layer (i)3222",1006,"DG Mossy MOLDEN (e)2323",1043,0.0008517791803586139,0.00016854405858163308
"DG Outer Molecular Layer (i)3222",1006,"DG AIPRIM (i)2333",1027,0.0007047545242394593,0.0007752691341356928
"DG Outer Molecular Layer (i)3222",1006,"DG Axo-Axonic (i)2233",1010,0.0015760541354333801,0.00031051375273835727
"DG Outer Molecular Layer (i)3222",1006,"DG Basket (i)2232",1035,0.0008755709873691231,0.0007945038446459994
"DG Outer Molecular Layer (i)3222",1006,"DG Basket CCK+ (i)2232",1036,0.000772515909602034,0.00016074396866845302
"DG Outer Molecular Layer (i)3222",1006,"DG HICAP (i)2322",1009,0.0007648920862201036,0.0004974406969364304
"DG Outer Molecular Layer (i)3222",1006,"DG MOLAX (i)3302",1005,0.00101586117206931,0.002996087056595806
"DG Outer Molecular Layer (i)3222",1006,"DG MOPP (i)3000",1008,0.0006213233960109532,0.0006458278297187735
"DG Outer Molecular Layer (i)3222",1006,"DG Neurogliaform (i)3000p",1007,0.0004986929534915863,0.00010940914125293434
"DG Outer Molecular Layer (i)3222",1006,"DG Outer Molecular Layer (i)3222",1006,0.0004511529725936825,0.0002925192957064565
"DG Outer Molecular Layer (i)3222",1006,"DG Total Molecular Layer (i)3303",1004,0.0005314502044792002,0.0001099989649931132
"DG Total Molecular Layer (i)3303",1004,"DG Granule (e)2201p",1000,0.004664758156681215,0.004051044593420889
"DG Total Molecular Layer (i)3303",1004,"DG Hilar Ectopic Granule (e)2203p",1041,0.010888298191607304,N/A
"DG Total Molecular Layer (i)3303",1004,"DG Semilunar Granule (e)2311p",1001,0.004957027200378827,0.0044862726264858965
"DG Total Molecular Layer (i)3303",1004,"DG Mossy (e)0103",1002,0.005693636860500062,0.0020433545642997205
"DG Total Molecular Layer (i)3303",1004,"DG Mossy MOLDEN (e)2323",1043,0.011390374129151448,N/A
"DG Total Molecular Layer (i)3303",1004,"DG AIPRIM (i)2333",1027,0.007634667866421974,0.014424015815739913
"DG Total Molecular Layer (i)3303",1004,"DG Axo-Axonic (i)2233",1010,0.007474261250631886,N/A
"DG Total Molecular Layer (i)3303",1004,"DG Basket (i)2232",1035,0.0061573848255989105,0.00656757590968508
"DG Total Molecular Layer (i)3303",1004,"DG Basket CCK+ (i)2232",1036,0.006841885019301053,N/A
"DG Total Molecular Layer (i)3303",1004,"DG HICAP (i)2322",1009,0.0067685561865110655,0.009403879660896208
"DG Total Molecular Layer (i)3303",1004,"DG HIPP (i)1002",1013,0.0037012933764905,0.003738802775995436
"DG Total Molecular Layer (i)3303",1004,"DG HIPROM (i)1333p",1026,0.006654494163724656,0.003805927891277352
"DG Total Molecular Layer (i)3303",1004,"DG MOCAP (i)0331",1040,0.002133383685440915,N/A
"DG Total Molecular Layer (i)3303",1004,"DG MOLAX (i)3302",1005,0.010207138140847172,0.03009570544232006
"DG Total Molecular Layer (i)3303",1004,"DG MOPP (i)3000",1008,0.0016035899718104263,0.001555812240250416
"DG Total Molecular Layer (i)3303",1004,"DG Neurogliaform (i)3000p",1007,0.0013296771250244088,N/A
"DG Total Molecular Layer (i)3303",1004,"DG Outer Molecular Layer (i)3222",1006,0.0057733812255026384,0.008473874863902175
"DG Total Molecular Layer (i)3303",1004,"DG Total Molecular Layer (i)3303",1004,0.006405825107122953,N/A
"CA3 Pyramidal (e)23223p",2000,"CA3 Pyramidal (e)23223p",2000,0.01033606246061336,0.00852200023229348
"CA3 Pyramidal (e)23223p",2000,"CA3c Pyramidal (e)03223p",2004,0.01052111659231747,N/A
"CA3 Pyramidal (e)23223p",2000,"CA3 Granule (e)22100",2001,0.001192613188415903,0.00004793474478118572
"CA3 Pyramidal (e)23223p",2000,"CA3 Axo-Axonic (i)22232",2028,0.008752842698050989,N/A
"CA3 Pyramidal (e)23223p",2000,"CA3 Horizontal Axo-Axonic (i)00012",2047,0.003974770397556893,0.00407815616015881
"CA3 Pyramidal (e)23223p",2000,"CA3 Basket (i)22232",2043,0.008742149587736892,N/A
"CA3 Pyramidal (e)23223p",2000,"CA3 Basket CCK+ (i)22232",2044,0.00664611029752693,N/A
"CA3 Pyramidal (e)23223p",2000,"CA3 Bistratified (i)03333",2045,0.008834380834714883,N/A
"CA3 Pyramidal (e)23223p",2000,"CA3 Interneuron Specific Oriens (i)01113",2021,0.0045032596374876555,0.003334516839850206
"CA3 Pyramidal (e)23223p",2000,"CA3 Ivy (i)03333",2046,0.005952322822792455,0.0007904546798852833
"CA3 Pyramidal (e)23223p",2000,"CA3 LMR-Targeting (i)33200",2005,0.0011177223272033077,N/A
"CA3 Pyramidal (e)23223p",2000,"CA3 Lucidum ORAX (i)03311",2013,0.004062711354706705,0.002601012995121667
"CA3 Pyramidal (e)23223p",2000,"CA3 Lucidum-Radiatum (i)03300",2014,0.0034727600288969596,0.00203088072569542
"CA3 Pyramidal (e)23223p",2000,"CA3 Mossy Fiber-Associated (i)03330p",2036,0.00417787411442605,0.00028969250426332216
"CA3 Pyramidal (e)23223p",2000,"CA3 Mossy Fiber-Associated ORDEN (i)02332p",2035,0.009024690854196105,N/A
"CA3 Pyramidal (e)23223p",2000,"CA3 O-LM (i)11003",2009,0.0055042353134370225,N/A
"CA3 Pyramidal (e)23223p",2000,"CA3 QuadD-LM (i)12222",2049,0.006628877016267576,N/A
"CA3 Pyramidal (e)23223p",2000,"CA3 Radiatum (i)03000",2023,0.006583845952861989,0.007752056284948207
"CA3 Pyramidal (e)23223p",2000,"CA3 R-LM (i)12000",2008,0.005398090959254143,N/A
"CA3 Pyramidal (e)23223p",2000,"CA3 SO-SO (i)00003",2022,0.004106242300486174,N/A
"CA3 Pyramidal (e)23223p",2000,"CA3 Trilaminar (i)01113p",2020,0.007632744688928272,0.008612831089933498
