source_name,source_id,target_name,target_id,number_of_contacts_mean,number_of_contacts_stdev
"DG Semilunar Granule (e)2311p",1001,"DG AIPRIM (i)2333",1027,8.384656000413717,15.866620684875349
"DG Semilunar Granule (e)2311p",1001,"DG Axo-Axonic (i)2233",1010,9.327886811642983,18.783407217688215
"DG Semilunar Granule (e)2311p",1001,"DG Basket (i)2232",1035,9.82419835641739,19.84253112802687
"DG Semilunar Granule (e)2311p",1001,"DG Basket CCK+ (i)2232",1036,17.24213538346841,28.79873498090129
"DG Semilunar Granule (e)2311p",1001,"DG HICAP (i)2322",1009,6.162149340827833,12.626988960539103
"DG Semilunar Granule (e)2311p",1001,"DG HIPP (i)1002",1013,6.719486435196936,11.054574932556196
"DG Semilunar Granule (e)2311p",1001,"DG HIPROM (i)1333p",1026,9.401641939848382,14.914783324186496
"DG Semilunar Granule (e)2311p",1001,"DG MOCAP (i)0331",1040,1.5012067101274265,1.6927904996806908
"DG Semilunar Granule (e)2311p",1001,"DG MOLAX (i)3302",1005,3.9177321191164833,6.719572606393996
"DG Semilunar Granule (e)2311p",1001,"DG Outer Molecular Layer (i)3222",1006,5.410385266852459,10.770292452413731
"DG Semilunar Granule (e)2311p",1001,"DG Total Molecular Layer (i)3303",1004,7.296270243904535,11.474619026349057
"DG Mossy (e)0103",1002,"DG Granule (e)2201p",1000,1.182963074178233,0.742112018812483
"DG Mossy (e)0103",1002,"DG Hilar Ectopic Granule (e)2203p",1041,2.295211823656727,0.8973234724379244
"DG Mossy (e)0103",1002,"DG Semilunar Granule (e)2311p",1001,1.1629474343659802,0.8199309849520809
"DG Mossy (e)0103",1002,"DG Mossy (e)0103",1002,2.9820260661737277,1.4608460053233894
"DG Mossy (e)0103",1002,"DG Mossy MOLDEN (e)2323",1043,3.300259358029872,1.3200423301808197
"DG Mossy (e)0103",1002,"DG AIPRIM (i)2333",1027,2.7222573816666014,1.7365814691148374
"DG Mossy (e)0103",1002,"DG Axo-Axonic (i)2233",1010,2.2842472331607038,1.096067032754944
"DG Mossy (e)0103",1002,"DG Basket (i)2232",1035,2.041314698858163,1.0931471481506039
"DG Mossy (e)0103",1002,"DG Basket CCK+ (i)2232",1036,3.541277513763112,1.7755924688098155
"DG Mossy (e)0103",1002,"DG HICAP (i)2322",1009,1.883046901056272,0.9329091477701043
"DG Mossy (e)0103",1002,"DG HIPP (i)1002",1013,2.7462713604171873,1.6998363513963342
"DG Mossy (e)0103",1002,"DG HIPROM (i)1333p",1026,3.011122239746554,1.4590134955617382
"DG Mossy (e)0103",1002,"DG MOCAP (i)0331",1040,1.1006831520759837,0.6636140862673839
"DG Mossy (e)0103",1002,"DG MOLAX (i)3302",1005,1.9629896736264012,1.192825162416061
"DG Mossy (e)0103",1002,"DG Outer Molecular Layer (i)3222",1006,1.7102284532026988,1.0811636373486109
"DG Mossy (e)0103",1002,"DG Total Molecular Layer (i)3303",1004,2.1780623616535295,1.0288544255310015
"DG Mossy MOLDEN (e)2323",1043,"DG Granule (e)2201p",1000,3.773096760596352,4.9133859068527475
"DG Mossy MOLDEN (e)2323",1043,"DG Hilar Ectopic Granule (e)2203p",1041,3.1037970415034284,N/A
"DG Mossy MOLDEN (e)2323",1043,"DG Semilunar Granule (e)2311p",1001,2.7968326082006447,4.365803314921731
"DG Mossy MOLDEN (e)2323",1043,"DG Mossy (e)0103",1002,2.694796729230026,0.44258238941958095
"DG Mossy MOLDEN (e)2323",1043,"DG Mossy MOLDEN (e)2323",1043,3.4353413160787323,N/A
"DG Mossy MOLDEN (e)2323",1043,"DG AIPRIM (i)2333",1027,3.6050691444150784,3.7260416519782753
"DG Mossy MOLDEN (e)2323",1043,"DG Axo-Axonic (i)2233",1010,3.7550781428841016,N/A
"DG Mossy MOLDEN (e)2323",1043,"DG Basket (i)2232",1035,5.804032544150639,3.675321278280002
"DG Mossy MOLDEN (e)2323",1043,"DG Basket CCK+ (i)2232",1036,8.395264434717966,N/A
"DG Mossy MOLDEN (e)2323",1043,"DG HICAP (i)2322",1009,2.3642829862979413,5.606969364853568
"DG Mossy MOLDEN (e)2323",1043,"DG HIPP (i)1002",1013,2.5181818350458585,0.8372338310685663
"DG Mossy MOLDEN (e)2323",1043,"DG HIPROM (i)1333p",1026,2.9572253269838424,0.5767974469678314
"DG Mossy MOLDEN (e)2323",1043,"DG MOCAP (i)0331",1040,1.3755644225077415,N/A
"DG Mossy MOLDEN (e)2323",1043,"DG MOLAX (i)3302",1005,2.043816820943759,2.9204616239557595
"DG Mossy MOLDEN (e)2323",1043,"DG Outer Molecular Layer (i)3222",1006,2.570427005105543,1.4458970933021902
"DG Mossy MOLDEN (e)2323",1043,"DG Total Molecular Layer (i)3303",1004,3.6627772705125183,N/A
"DG AIPRIM (i)2333",1027,"DG Granule (e)2201p",1000,3.2607919962821708,2.182867387754643
"DG AIPRIM (i)2333",1027,"DG Hilar Ectopic Granule (e)2203p",1041,6.283081379822399,2.865921011914026
"DG AIPRIM (i)2333",1027,"DG Semilunar Granule (e)2311p",1001,2.9917094620488807,2.206481935303348
"DG AIPRIM (i)2333",1027,"DG Mossy (e)0103",1002,5.875449580382733,3.824792424476743
"DG AIPRIM (i)2333",1027,"DG Mossy MOLDEN (e)2323",1043,8.215334846386423,3.738315299274219
"DG AIPRIM (i)2333",1027,"DG AIPRIM (i)2333",1027,8.051409329482235,8.846686220070437
"DG AIPRIM (i)2333",1027,"DG Axo-Axonic (i)2233",1010,8.425529235006348,6.645117051619741
"DG AIPRIM (i)2333",1027,"DG Basket (i)2232",1035,7.41072393633601,6.345092174880389
"DG AIPRIM (i)2333",1027,"DG Basket CCK+ (i)2232",1036,14.388318390947736,11.394669902220759
"DG AIPRIM (i)2333",1027,"DG HICAP (i)2322",1009,5.991607135558486,4.726667788416249
"DG AIPRIM (i)2333",1027,"DG HIPP (i)1002",1013,6.246610035947138,6.898142104020228
"DG AIPRIM (i)2333",1027,"DG HIPROM (i)1333p",1026,9.645566112270968,7.372051193038699
"DG AIPRIM (i)2333",1027,"DG MOCAP (i)0331",1040,2.5365947561560658,1.4232967819103761
"DG AIPRIM (i)2333",1027,"DG MOLAX (i)3302",1005,4.878260772402488,4.611070625104646
"DG AIPRIM (i)2333",1027,"DG Outer Molecular Layer (i)3222",1006,4.71579258911869,4.521781924890365
"DG AIPRIM (i)2333",1027,"DG Total Molecular Layer (i)3303",1004,5.943202921292958,5.1002819557217
"DG HICAP (i)2322",1009,"DG Granule (e)2201p",1000,5.733745913651633,5.033800716304779
"DG HICAP (i)2322",1009,"DG Hilar Ectopic Granule (e)2203p",1041,5.400064950194262,3.753181340481271
"DG HICAP (i)2322",1009,"DG Semilunar Granule (e)2311p",1001,5.037985559106198,4.640105842811917
"DG HICAP (i)2322",1009,"DG Mossy MOLDEN (e)2323",1043,3.1954523741999994,2.177098943189985
"DG HICAP (i)2322",1009,"DG AIPRIM (i)2333",1027,3.4608267256161356,3.1743537730035065
"DG HICAP (i)2322",1009,"DG Axo-Axonic (i)2233",1010,5.41939584147353,4.308303661765388
"DG HICAP (i)2322",1009,"DG Basket (i)2232",1035,4.918520072509577,4.651550902276321
"DG HICAP (i)2322",1009,"DG Basket CCK+ (i)2232",1036,8.193120507241836,7.2422434600739924
"DG HICAP (i)2322",1009,"DG HICAP (i)2322",1009,3.5541738163713616,5.6329010223957034
"DG HICAP (i)2322",1009,"DG HIPROM (i)1333p",1026,3.2461014914529858,1.9152601617241107
"DG HICAP (i)2322",1009,"DG MOCAP (i)0331",1040,2.9148662501565625,1.7294762807465203
"DG HICAP (i)2322",1009,"DG MOLAX (i)3302",1005,3.144435982533314,5.816260968446717
"DG HICAP (i)2322",1009,"DG Outer Molecular Layer (i)3222",1006,2.671900858672595,2.3285362361456414
"DG HICAP (i)2322",1009,"DG Total Molecular Layer (i)3303",1004,2.992675313113161,2.6814527493624247
"DG HIPP (i)1002",1013,"DG Granule (e)2201p",1000,4.237019977341459,9.1957701293751
"DG HIPP (i)1002",1013,"DG Hilar Ectopic Granule (e)2203p",1041,4.085245647231149,8.384648181655544
"DG HIPP (i)1002",1013,"DG Semilunar Granule (e)2311p",1001,5.473207728000274,11.597300523958557
"DG HIPP (i)1002",1013,"DG Mossy MOLDEN (e)2323",1043,2.0085921002327076,4.235241429981015
"DG HIPP (i)1002",1013,"DG AIPRIM (i)2333",1027,2.3847530391292384,5.481670093352615
"DG HIPP (i)1002",1013,"DG Axo-Axonic (i)2233",1010,9.097546880214056,18.74246080835804
"DG HIPP (i)1002",1013,"DG Basket (i)2232",1035,5.806320161357218,13.705913916352937
"DG HIPP (i)1002",1013,"DG Basket CCK+ (i)2232",1036,6.631303948457104,15.389476564209437
"DG HIPP (i)1002",1013,"DG HICAP (i)2322",1009,2.7446379791154314,6.304178839704694
"DG HIPP (i)1002",1013,"DG MOLAX (i)3302",1005,2.148905632692481,4.712188093852234
"DG HIPP (i)1002",1013,"DG MOPP (i)3000",1008,4.575900768317924,11.278153678815663
"DG HIPP (i)1002",1013,"DG Neurogliaform (i)3000p",1007,2.5510112967992598,6.105621669570857
"DG HIPP (i)1002",1013,"DG Outer Molecular Layer (i)3222",1006,1.7337213840884995,4.103282761238673
"DG HIPP (i)1002",1013,"DG Total Molecular Layer (i)3303",1004,1.8010718855204249,4.159622297308536
"DG HIPROM (i)1333p",1026,"DG Granule (e)2201p",1000,5.489665341727908,2.0278777521479885
"DG HIPROM (i)1333p",1026,"DG Hilar Ectopic Granule (e)2203p",1041,8.83662681333885,3.064499489594587
"DG HIPROM (i)1333p",1026,"DG Semilunar Granule (e)2311p",1001,6.219283143378587,2.4529144255536086
"DG HIPROM (i)1333p",1026,"DG Mossy (e)0103",1002,7.1706470072101,5.217883761150229
"DG HIPROM (i)1333p",1026,"DG Mossy MOLDEN (e)2323",1043,10.12797629409935,5.011822656164163
"DG HIPROM (i)1333p",1026,"DG AIPRIM (i)2333",1027,9.704785888110866,8.58917883645538
"DG HIPROM (i)1333p",1026,"DG Axo-Axonic (i)2233",1010,14.512248142282502,6.28761238632676
"DG HIPROM (i)1333p",1026,"DG Basket (i)2232",1035,11.280872706401667,6.350897799770897
"DG HIPROM (i)1333p",1026,"DG Basket CCK+ (i)2232",1036,19.162634611332095,11.380170402147234
"DG HIPROM (i)1333p",1026,"DG HICAP (i)2322",1009,7.257408169576729,4.474526420455048
"DG HIPROM (i)1333p",1026,"DG HIPP (i)1002",1013,7.146704908386453,7.6209416792075055
"DG HIPROM (i)1333p",1026,"DG HIPROM (i)1333p",1026,9.87836797926552,8.139739712929279
"DG HIPROM (i)1333p",1026,"DG MOCAP (i)0331",1040,2.196966295547047,0.42821601020964906
"DG HIPROM (i)1333p",1026,"DG MOLAX (i)3302",1005,5.803129971375819,4.750960127591549
"DG HIPROM (i)1333p",1026,"DG MOPP (i)3000",1008,4.4053048727887445,3.153544978955652
"DG HIPROM (i)1333p",1026,"DG Neurogliaform (i)3000p",1007,2.497245929200902,0.5261918152780686
"DG HIPROM (i)1333p",1026,"DG Outer Molecular Layer (i)3222",1006,5.309891034810363,4.1432888630925575
"DG HIPROM (i)1333p",1026,"DG Total Molecular Layer (i)3303",1004,6.785715145836658,5.290285823825076
"DG MOCAP (i)0331",1040,"DG Granule (e)2201p",1000,2.1093162730766437,0.23940309356939135
"DG MOCAP (i)0331",1040,"DG Hilar Ectopic Granule (e)2203p",1041,3.350335650523953,N/A
"DG MOCAP (i)0331",1040,"DG Semilunar Granule (e)2311p",1001,1.977164325825164,0.6960621263091638
"DG MOCAP (i)0331",1040,"DG Mossy (e)0103",1002,3.0353195293904087,0.7341574349600191
"DG MOCAP (i)0331",1040,"DG Mossy MOLDEN (e)2323",1043,5.523410156454185,N/A
"DG MOCAP (i)0331",1040,"DG AIPRIM (i)2333",1027,5.027267895222614,4.170628158214514
"DG MOCAP (i)0331",1040,"DG Axo-Axonic (i)2233",1010,5.933251987333897,N/A
"DG MOCAP (i)0331",1040,"DG Basket (i)2232",1035,5.668797316415208,1.3096447918843148
"DG MOCAP (i)0331",1040,"DG Basket CCK+ (i)2232",1036,9.755899293441715,N/A
"DG MOCAP (i)0331",1040,"DG HICAP (i)2322",1009,4.500642492079573,0.9432201378369528
"DG MOCAP (i)0331",1040,"DG HIPP (i)1002",1013,3.03949184190112,1.7289710856913723
"DG MOCAP (i)0331",1040,"DG HIPROM (i)1333p",1026,5.943420207484994,3.0423336930481626
"DG MOCAP (i)0331",1040,"DG MOCAP (i)0331",1040,2.748136077611627,N/A
"DG MOCAP (i)0331",1040,"DG MOLAX (i)3302",1005,2.660406706649158,1.7675654629731163
"DG MOCAP (i)0331",1040,"DG Outer Molecular Layer (i)3222",1006,3.4864307784506234,1.437612091770527
"DG MOCAP (i)0331",1040,"DG Total Molecular Layer (i)3303",1004,2.899319279127014,N/A
"DG MOLAX (i)3302",1005,"DG Granule (e)2201p",1000,5.9398133791989345,7.531824394263238
"DG MOLAX (i)3302",1005,"DG Hilar Ectopic Granule (e)2203p",1041,5.63057190176529,6.0855441661472565
"DG MOLAX (i)3302",1005,"DG Semilunar Granule (e)2311p",1001,6.82240297555617,8.833015526436762
"DG MOLAX (i)3302",1005,"DG Mossy MOLDEN (e)2323",1043,2.8374467002991572,2.9807401815038537
"DG MOLAX (i)3302",1005,"DG AIPRIM (i)2333",1027,3.368584008746972,4.407239936094886
"DG MOLAX (i)3302",1005,"DG Axo-Axonic (i)2233",1010,10.360796705218284,13.457808515289798
"DG MOLAX (i)3302",1005,"DG Basket (i)2232",1035,7.503396892158303,11.899754924314529
"DG MOLAX (i)3302",1005,"DG Basket CCK+ (i)2232",1036,9.71014899295761,14.287047482856392
"DG MOLAX (i)3302",1005,"DG HICAP (i)2322",1009,3.8281065409746335,5.2125741613975425
"DG MOLAX (i)3302",1005,"DG HIPROM (i)1333p",1026,1.9700060788757763,1.8972262713122865
"DG MOLAX (i)3302",1005,"DG MOCAP (i)0331",1040,1.77272690742379,1.9654835520131428
"DG MOLAX (i)3302",1005,"DG MOLAX (i)3302",1005,2.9929736195867553,4.054649795292965
"DG MOLAX (i)3302",1005,"DG MOPP (i)3000",1008,5.006249397113285,11.255762034762014
"DG MOLAX (i)3302",1005,"DG Neurogliaform (i)3000p",1007,2.7622698252887403,6.059363909769243
"DG MOLAX (i)3302",1005,"DG Outer Molecular Layer (i)3222",1006,2.4212708539791574,3.222819687339992
"DG MOLAX (i)3302",1005,"DG Total Molecular Layer (i)3303",1004,2.576340890526607,3.2802881084791142
"DG MOPP (i)3000",1008,"DG Granule (e)2201p",1000,11.317833098086277,25.23507545573296
"DG MOPP (i)3000",1008,"DG Hilar Ectopic Granule (e)2203p",1041,10.360869390518394,20.33617698379252
"DG MOPP (i)3000",1008,"DG Semilunar Granule (e)2311p",1001,14.855098139154407,31.286343377051235
"DG MOPP (i)3000",1008,"DG Mossy MOLDEN (e)2323",1043,4.145722619471643,8.572048492859583
"DG MOPP (i)3000",1008,"DG AIPRIM (i)2333",1027,5.697227846687256,13.945952423797715
"DG MOPP (i)3000",1008,"DG Axo-Axonic (i)2233",1010,25.661122542660923,50.729498389872305
"DG MOPP (i)3000",1008,"DG Basket (i)2232",1035,17.364198249407245,43.43402865651787
"DG MOPP (i)3000",1008,"DG Basket CCK+ (i)2232",1036,20.63890109376383,52.12960484347667
"DG MOPP (i)3000",1008,"DG HICAP (i)2322",1009,6.894302179932547,16.708136013358995
"DG MOPP (i)3000",1008,"DG MOLAX (i)3302",1005,4.446232918727887,10.515991504872403
"DG MOPP (i)3000",1008,"DG MOPP (i)3000",1008,13.813014384242958,37.74282708674342
"DG MOPP (i)3000",1008,"DG Neurogliaform (i)3000p",1007,6.637219556228364,17.983301938956217
"DG MOPP (i)3000",1008,"DG Outer Molecular Layer (i)3222",1006,3.616760936141362,9.522211949270737
"DG MOPP (i)3000",1008,"DG Total Molecular Layer (i)3303",1004,3.7763754205602704,9.43649145159203
"DG Neurogliaform (i)3000p",1007,"DG Granule (e)2201p",1000,5.678075178043226,13.924065056490118
"DG Neurogliaform (i)3000p",1007,"DG Hilar Ectopic Granule (e)2203p",1041,4.267225524046163,N/A
"DG Neurogliaform (i)3000p",1007,"DG Semilunar Granule (e)2311p",1001,6.343286815250467,10.855037983603564
"DG Neurogliaform (i)3000p",1007,"DG Mossy MOLDEN (e)2323",1043,2.2581743883672694,N/A
"DG Neurogliaform (i)3000p",1007,"DG AIPRIM (i)2333",1027,4.54364771742015,9.548908851633245
"DG Neurogliaform (i)3000p",1007,"DG Axo-Axonic (i)2233",1010,9.757704388588264,N/A
"DG Neurogliaform (i)3000p",1007,"DG Basket (i)2232",1035,13.87233873333906,9.055257171635589
"DG Neurogliaform (i)3000p",1007,"DG Basket CCK+ (i)2232",1036,22.450666446312656,N/A
"DG Neurogliaform (i)3000p",1007,"DG HICAP (i)2322",1009,5.259098114705322,3.6148525721014777
"DG Neurogliaform (i)3000p",1007,"DG MOLAX (i)3302",1005,2.143627768684957,8.589723369016665
"DG Neurogliaform (i)3000p",1007,"DG MOPP (i)3000",1008,26.42268609861324,41.47200020986644
"DG Neurogliaform (i)3000p",1007,"DG Neurogliaform (i)3000p",1007,20.917354415168187,N/A
"DG Neurogliaform (i)3000p",1007,"DG Outer Molecular Layer (i)3222",1006,5.543331700814405,12.17349886395035
"DG Neurogliaform (i)3000p",1007,"DG Total Molecular Layer (i)3303",1004,3.7528873292322076,N/A
"DG Outer Molecular Layer (i)3222",1006,"DG Granule (e)2201p",1000,5.154060399474346,7.9015460247205285
"DG Outer Molecular Layer (i)3222",1006,"DG Hilar Ectopic Granule (e)2203p",1041,4.273861166120329,0.6048575097432104
"DG Outer Molecular Layer (i)3222",1006,"DG Semilunar Granule (e)2311p",1001,6.123235115973405,7.162821080921823
"DG Outer Molecular Layer (i)3222",1006,"DG Mossy MOLDEN (e)2323",1043,2.1863704990101276,0.3123658579368268
"DG Outer Molecular Layer (i)3222",1006,"DG AIPRIM (i)2333",1027,3.3690341977214615,3.4997880098461196
"DG Outer Molecular Layer (i)3222",1006,"DG Axo-Axonic (i)2233",1010,9.710195775647072,1.3757941852870281
"DG Outer Molecular Layer (i)3222",1006,"DG Basket (i)2232",1035,9.383877373696382,6.066505615281635
"DG Outer Molecular Layer (i)3222",1006,"DG Basket CCK+ (i)2232",1036,12.226486929812706,1.9158825875525194
"DG Outer Molecular Layer (i)3222",1006,"DG HICAP (i)2322",1009,3.923749136414372,1.9628560338133558
"DG Outer Molecular Layer (i)3222",1006,"DG MOLAX (i)3302",1005,2.170702932700262,6.2944656058290684
"DG Outer Molecular Layer (i)3222",1006,"DG MOPP (i)3000",1008,9.457245975147144,7.318228534280219
"DG Outer Molecular Layer (i)3222",1006,"DG Neurogliaform (i)3000p",1007,5.057803664660917,0.8670966003927603
"DG Outer Molecular Layer (i)3222",1006,"DG Outer Molecular Layer (i)3222",1006,2.6817214020661977,1.643123213830981
"DG Outer Molecular Layer (i)3222",1006,"DG Total Molecular Layer (i)3303",1004,2.5404787690330513,0.39437420796710215
"DG Total Molecular Layer (i)3303",1004,"DG Granule (e)2201p",1000,9.114118731011843,4.6024115917449375
"DG Total Molecular Layer (i)3303",1004,"DG Hilar Ectopic Granule (e)2203p",1041,10.646727942964727,N/A
"DG Total Molecular Layer (i)3303",1004,"DG Semilunar Granule (e)2311p",1001,10.192190409915678,5.047450438896511
"DG Total Molecular Layer (i)3303",1004,"DG Mossy (e)0103",1002,4.690768029232528,1.653441547418672
"DG Total Molecular Layer (i)3303",1004,"DG Mossy MOLDEN (e)2323",1043,8.182802830605247,N/A
"DG Total Molecular Layer (i)3303",1004,"DG AIPRIM (i)2333",1027,9.838984998265634,8.803068990286159
"DG Total Molecular Layer (i)3303",1004,"DG Axo-Axonic (i)2233",1010,20.17585634326064,N/A
"DG Total Molecular Layer (i)3303",1004,"DG Basket (i)2232",1035,16.259178638460895,5.68630024626558
"DG Total Molecular Layer (i)3303",1004,"DG Basket CCK+ (i)2232",1036,24.950279748614022,N/A
"DG Total Molecular Layer (i)3303",1004,"DG HICAP (i)2322",1009,8.971504993288587,3.0236123755865476
"DG Total Molecular Layer (i)3303",1004,"DG HIPP (i)1002",1013,5.420777127021186,5.4633847111776594
"DG Total Molecular Layer (i)3303",1004,"DG HIPROM (i)1333p",1026,8.66570996451335,2.8023197490093392
"DG Total Molecular Layer (i)3303",1004,"DG MOCAP (i)0331",1040,2.3928439510002404,N/A
"DG Total Molecular Layer (i)3303",1004,"DG MOLAX (i)3302",1005,6.198133823471429,5.848671850310599
"DG Total Molecular Layer (i)3303",1004,"DG MOPP (i)3000",1008,7.8292849771953685,5.415288660467081
"DG Total Molecular Layer (i)3303",1004,"DG Neurogliaform (i)3000p",1007,4.053050749418393,N/A
"DG Total Molecular Layer (i)3303",1004,"DG Outer Molecular Layer (i)3222",1006,6.132279935135837,3.8237110354076322
"DG Total Molecular Layer (i)3303",1004,"DG Total Molecular Layer (i)3303",1004,7.6700821415870095,N/A
"CA3 Pyramidal (e)23223p",2000,"CA3 Pyramidal (e)23223p",2000,7.243076512513491,3.079322209372108
"CA3 Pyramidal (e)23223p",2000,"CA3c Pyramidal (e)03223p",2004,5.305308768958168,N/A
"CA3 Pyramidal (e)23223p",2000,"CA3 Granule (e)22100",2001,1.1782637821588542,0.03349049443473211
"CA3 Pyramidal (e)23223p",2000,"CA3 Axo-Axonic (i)22232",2028,3.756590109875055,N/A
"CA3 Pyramidal (e)23223p",2000,"CA3 Horizontal Axo-Axonic (i)00012",2047,3.379341293303717,3.339940801245441
"CA3 Pyramidal (e)23223p",2000,"CA3 Basket (i)22232",2043,3.216713687144361,N/A
"CA3 Pyramidal (e)23223p",2000,"CA3 Basket CCK+ (i)22232",2044,2.1957581661266836,N/A
"CA3 Pyramidal (e)23223p",2000,"CA3 Bistratified (i)03333",2045,3.381229362622678,N/A
"CA3 Pyramidal (e)23223p",2000,"CA3 Interneuron Specific Oriens (i)01113",2021,5.25359049132506,3.5880557775740347
"CA3 Pyramidal (e)23223p",2000,"CA3 Ivy (i)03333",2046,1.9377473866343211,0.08815485013565057
"CA3 Pyramidal (e)23223p",2000,"CA3 LMR-Targeting (i)33200",2005,1.1585869043121861,N/A
"CA3 Pyramidal (e)23223p",2000,"CA3 Lucidum ORAX (i)03311",2013,1.7304216911735932,0.9586371185216931
"CA3 Pyramidal (e)23223p",2000,"CA3 Lucidum-Radiatum (i)03300",2014,1.6049007170872835,0.7160836424836005
"CA3 Pyramidal (e)23223p",2000,"CA3 Mossy Fiber-Associated (i)03330p",2036,1.9902216994891515,0.13405668183224662
"CA3 Pyramidal (e)23223p",2000,"CA3 Mossy Fiber-Associated ORDEN (i)02332p",2035,3.3659932122617073,N/A
"CA3 Pyramidal (e)23223p",2000,"CA3 O-LM (i)11003",2009,4.7876230449288,N/A
"CA3 Pyramidal (e)23223p",2000,"CA3 QuadD-LM (i)12222",2049,1.9286995578983426,N/A
"CA3 Pyramidal (e)23223p",2000,"CA3 Radiatum (i)03000",2023,2.6702149790634238,2.463713645984131
"CA3 Pyramidal (e)23223p",2000,"CA3 R-LM (i)12000",2008,2.2864881758047226,N/A
"CA3 Pyramidal (e)23223p",2000,"CA3 SO-SO (i)00003",2022,2.8568009992288173,N/A
"CA3 Pyramidal (e)23223p",2000,"CA3 Trilaminar (i)01113p",2020,3.6263726918821924,4.057642806390698
"CA3c Pyramidal (e)03223p",2004,"CA3 Pyramidal (e)23223p",2000,14.335283328697999,11.07484395318393
"CA3c Pyramidal (e)03223p",2004,"CA3c Pyramidal (e)03223p",2004,11.560390925014389,N/A
"CA3c Pyramidal (e)03223p",2004,"CA3 Granule (e)22100",2001,1.9968117652104422,0.057463280361591304
"CA3c Pyramidal (e)03223p",2004,"CA3 Axo-Axonic (i)22232",2028,7.0692940011072185,N/A
"CA3c Pyramidal (e)03223p",2004,"CA3 Horizontal Axo-Axonic (i)00012",2047,4.690429681770996,9.117052860921806
"CA3c Pyramidal (e)03223p",2004,"CA3 Basket (i)22232",2043,5.985969954864952,N/A
"CA3c Pyramidal (e)03223p",2004,"CA3 Basket CCK+ (i)22232",2044,5.938963568627322,N/A
"CA3c Pyramidal (e)03223p",2004,"CA3 Bistratified (i)03333",2045,7.379327291655936,N/A
